company_name,date,edu_req,hiring,job_name,viewed,wages,work_exp,work_place
贵州凯瑞机械设备有限公司, 2021-12-28,不限,若干,车工,本职位累积查看：1723 次,5000--7000  月薪,不限,贵州-黔东南苗族侗族自治州-台江县
安禾土地资源开发有限公司, 2021-12-28,中专,20,实习生,本职位累积查看：2590 次,2000--5000  月薪,不限,贵州-贵阳市-观山湖区
泰康人寿贵阳本部, 2021-12-28,大专,8,管理干部,本职位累积查看：1470 次,5000--20000  月薪,2-10 年,贵州-贵阳市-云岩区
华润水泥（安顺）有限公司, 2021-12-28,大专,3,安顺基地-机械管理岗,本职位累积查看：848 次,7000--8000  月薪,2年以上,贵州-安顺市
贵航青年莲花汽车有限公司, 2021-12-28,大专,1,基础架构管理,本职位累积查看：193 次,3500--6000  月薪,1-3 年,贵州-安顺市-西秀区
贵州中诺教育, 2021-12-28,本科,10,高中数学教师,本职位累积查看：1796 次,5000--8000  月薪,1-3 年,贵州-贵阳市-花溪区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,5,安全质量主管,本职位累积查看：7986 次,100000--150000  年薪,3-20 年,贵州-黔西南布依族苗族自治州
贵州协力启航科技有限公司, 2021-12-28,不限,8,数控加工操作人员,本职位累积查看：6378 次,3500--6000  月薪,不限,贵州-安顺市-平坝县
贵州致力穿山机械设备有限责任公司, 2021-12-28,不限,2,电气工程师,本职位累积查看：179 次,8000--20000  月薪,3-5 年,贵州-黔南布依族苗族自治州-惠水县
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,电话销售,本职位累积查看：1344 次,4000--8000  月薪,不限,贵州-毕节地区-毕节市
交通银行信用卡中心贵阳分中心, 2021-12-28,大专,10,交通银行特招篮球特长信用卡销售经理,本职位累积查看：2636 次,50000--100000  年薪,不限,贵州-贵阳市
贵州鑫新实业控股集团有限责任公司, 2021-12-28,本科,2,物资管理主办,本职位累积查看：1203 次,8000--11000  月薪,3-5 年,贵州-贵阳市-开阳县
贵州协力启航科技有限公司, 2021-12-28,中技,2,工艺工程师,本职位累积查看：1438 次,4000--6000  月薪,3-5 年,贵州-安顺市-平坝县
贵州鑫新实业控股集团有限责任公司, 2021-12-28,大专,1,甲酸钙项目经理,本职位累积查看：262 次,150000--180000  年薪,3-5 年,贵州-贵阳市-开阳县
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,1,办公室主任,本职位累积查看：4818 次,60000--80000  年薪,不限,贵州-黔西南布依族苗族自治州
贵阳方舟科技股份有限公司, 2021-12-28,本科,1,工程部经理,本职位累积查看：7342 次,40000--60000  年薪,3-5 年,贵州-贵阳市-观山湖区
华南物资集团有限公司贵阳分公司, 2021-12-28,不限,3,营运管理岗,本职位累积查看：6876 次,120000--150000  年薪,3-10 年,贵州-贵阳市-南明区
七冶建设集团有限责任公司设计研究院, 2021-12-28,大专,若干,工程试验检测,本职位累积查看：34073 次,30000--120000  年薪,不限,贵州-贵阳市
广州天力物业发展有限公司贵阳分公司, 2021-12-28,本科,若干,商业经营[只招应届毕业生],本职位累积查看：809 次,8000--10000  月薪,不限,贵州-遵义市
贵州天瀑房地产开发有限公司, 2021-12-28,大专,1,销售经理,本职位累积查看：206 次,6000--8000  月薪,5年以上,贵州-安顺市-镇宁布依族苗族自治县
贵州凯瑞机械设备有限公司, 2021-12-28,不限,若干,钳工,本职位累积查看：1481 次,5000--8000  月薪,不限,贵州-黔东南苗族侗族自治州-台江县
贵州智诚企业集团投资有限公司, 2021-12-28,大专,1,物业设施设备部副经理,本职位累积查看：3715 次,5000--7500  月薪,5年以上,贵州-贵阳市-云岩区
贵州汉阳房地产开发有限公司, 2021-12-28,大专,2,营销主管,本职位累积查看：5358 次,120000以上  年薪,不限,贵州-毕节地区-赫章县
中国水利水电第九工程局有限公司, 2021-12-28,本科,1,项目质量部科员,本职位累积查看：2137 次,面议,不限,贵州-贵阳市-观山湖区
贵州北斗星测绘服务有限公司, 2021-12-28,不限,4,土地开发整治规划设计,本职位累积查看：2960 次,3500--10000  月薪,不限,贵州-贵阳市-云岩区
贵阳市工业职业学校, 2021-12-28,大专,2,德育课老师,本职位累积查看：506 次,5000以上  月薪,1年以上,贵州-贵阳市-花溪区
铜仁市启航英语培训学校, 2021-12-28,大专,若干,幼儿园教研主任,本职位累积查看：6986 次,3500以上  月薪,2年以上,贵州-铜仁地区
贵州圣济堂医药产业股份有限公司, 2021-12-28,大专,1,预结算员,本职位累积查看：8477 次,9000--12000  月薪,5-20 年,贵州-贵阳市-观山湖区
贵州医科大学附属白云医院, 2021-12-28,本科,若干,肾内科医师,本职位累积查看：1367 次,5000--10000  月薪,不限,贵州-贵阳市-白云区
广西锦绣前程人力资源股份有限公司, 2021-12-28,不限,2,专职教师,本职位累积查看：172 次,3500--4000  月薪,不限,贵州-贵阳市-南明区
贵州医科大学附属白云医院, 2021-12-28,本科,若干,眼科医师,本职位累积查看：1386 次,5000--10000  月薪,不限,贵州-贵阳市-白云区
广西锦绣前程人力资源股份有限公司, 2021-12-28,大专,2,双休销售经理,本职位累积查看：628 次,6000--12000  月薪,2-5 年,贵州-贵阳市-云岩区
贵州鑫新实业控股集团有限责任公司, 2021-12-28,本科,1,矿产品销售主办,本职位累积查看：1153 次,8000--11000  月薪,3-5 年,贵州-贵阳市
贵州新西南教育发展有限公司, 2021-12-28,本科,3,教学助理,本职位累积查看：7729 次,3000--5000  月薪,不限,贵州-贵阳市-云岩区
贵阳蓝旌泰兴科技有限公司, 2021-12-28,不限,若干,店长助理（贵阳市）,本职位累积查看：748 次,4500--18000  月薪,2-10 年,贵州-贵阳市
贵州凯瑞机械设备有限公司, 2021-12-28,不限,1,加工中心,本职位累积查看：2065 次,8000--12000  月薪,3年,贵州-黔东南苗族侗族自治州-台江县
中国人寿保险股份有限公司贵阳市花果园支公司, 2021-12-28,大专,3,实习人事助理,本职位累积查看：1822 次,2200--4500  月薪,不限,贵州-贵阳市-南明区
燕京啤酒（贵州）有限公司, 2021-12-28,不限,10,销售主管,本职位累积查看：976 次,5000--10000  月薪,不限,贵州-贵阳市-息烽县
贵州川恒化工股份有限公司, 2021-12-28,本科,5,工艺员,本职位累积查看：17560 次,5000--6500  月薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
保利贵州物业管理有限公司, 2021-12-28,不限,若干,客服专员,本职位累积查看：939 次,3300--3500  月薪,不限,贵州-黔东南苗族侗族自治州
安顺市百年婚宴有限公司, 2021-12-28,不限,若干,婚礼主持,本职位累积查看：400 次,5000--8000  月薪,1年以上,贵州-安顺市-西秀区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,车险客户经理,本职位累积查看：1183 次,4000--8000  月薪,不限,贵州-毕节地区-毕节市
贵州赛福建设工程有限公司, 2021-12-28,不限,1,项目经理,本职位累积查看：17766 次,7000--12000  月薪,不限,贵州-贵阳市-观山湖区
上海雪榕生物科技股份有限公司, 2021-12-28,大专,2,统计员,本职位累积查看：1451 次,2500--3000  月薪,1-2 年,贵州-毕节地区-威宁彝族回族苗族自治县
中国平安人寿-何正兰, 2021-12-28,大专,5,行政文员,本职位累积查看：1961 次,3500--4500  月薪,不限,贵州-贵阳市-云岩区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,2,行政人事专员,本职位累积查看：5099 次,40000--60000  年薪,不限,贵州-黔西南布依族苗族自治州
中牌工程项目管理有限公司, 2021-12-28,大专,1,环境保护工程师（中级职称）,本职位累积查看：422 次,200000--300000  年薪,10年,贵州-贵阳市-云岩区
解放军第九二五医院, 2021-12-28,本科,1,中医皮肤科医师,本职位累积查看：619 次,2000--10000  月薪,不限,贵州-贵阳市-花溪区
云南巨星注安师事务所有限公司贵州分公司, 2021-12-28,本科,1,商务主管,本职位累积查看：2306 次,5000--8000  月薪,5-10 年,贵州-贵阳市-观山湖区
贵州麒龙房地产开发集团有限公司, 2021-12-28,不限,若干,精装修施工管理员,本职位累积查看：1746 次,80000--150000  年薪,3年以上,贵州-贵阳市-观山湖区
贵州致力穿山机械设备有限责任公司, 2021-12-28,大专,3,研发项目主管工程师,本职位累积查看：5341 次,面议,3年以下,贵州-黔南布依族苗族自治州-惠水县
贵州同济规划设计研究院有限公司, 2021-12-28,不限,若干,总结构师,本职位累积查看：10952 次,15000以上  月薪,不限,贵州-贵阳市
贵州千盛规划设计有限公司, 2021-12-28,本科,若干,规划设计技术人员,本职位累积查看：1253 次,4500--10000  月薪,1年以上,贵州-黔西南布依族苗族自治州-兴义市
贵州新西南教育发展有限公司, 2021-12-28,大专,若干,市场营销岗（贵阳）,本职位累积查看：957 次,4000--8000  月薪,1-3 年,贵州-贵阳市-云岩区
贵州新西南教育发展有限公司, 2021-12-28,大专,6,市场助理,本职位累积查看：3881 次,3000--5000  月薪,不限,贵州-贵阳市-云岩区
国中城投第七工程有限公司, 2021-12-28,本科,2,水电工程师,本职位累积查看：587 次,8000--12000  月薪,5年以上,贵州-贵阳市-花溪区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,3,工长（房建施工）,本职位累积查看：7983 次,80000--130000  年薪,不限,贵州-黔西南布依族苗族自治州
贵州智合会计师事务所有限公司, 2021-12-28,不限,2,实习生[只招应届毕业生],本职位累积查看：2913 次,1000--1500  月薪,不限,贵州-贵阳市
贵州中伟资源循环产业发展有限公司, 2021-12-28,不限,10,PQC,本职位累积查看：1986 次,4000--6000  月薪,不限,贵州-铜仁地区-玉屏侗族自治县
贵阳市投资控股集团宏资酒店管理有限公司, 2021-12-28,大专,若干,宾客关怀经理,本职位累积查看：878 次,4500--5000  月薪,1-3 年,贵州-贵阳市
深圳市苍泰科技有限公司, 2021-12-28,本科,若干,缓速器研发工程师,本职位累积查看：1288 次,8000--12000  月薪,5年以上,贵州-贵阳市-白云区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,20,车险新渠道专员,本职位累积查看：18834 次,3000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州杰龙地理信息科技有限公司, 2021-12-28,大专,3,地理信息,本职位累积查看：7571 次,80000--150000  年薪,不限,贵州-贵阳市-观山湖区
贵州圣济堂医药产业股份有限公司, 2021-12-28,大专,5,门店经理,本职位累积查看：3978 次,50000--100000  年薪,1-3 年,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-28,不限,15,招退伍军人转健身教练,本职位累积查看：2287 次,6000--12000  月薪,不限,贵州-黔西南布依族苗族自治州-贞丰县
贵州麒龙房地产开发集团有限公司, 2021-12-28,不限,若干,精装修施工深化设计师,本职位累积查看：1445 次,80000--150000  年薪,3年以上,贵州-贵阳市-观山湖区
贵州顺成劳务管理有限公司, 2021-12-28,初中,4,装卸工,本职位累积查看：548 次,3500--4500  月薪,1年以上,贵州-贵阳市-南明区
铜仁市启航英语培训学校, 2021-12-28,不限,5,英语助教,本职位累积查看：6706 次,2000--2500  月薪,不限,贵州-铜仁地区-铜仁市
北京兴国建通消防科技有限公司贵州分公司, 2021-12-28,不限,5,预结算,本职位累积查看：274 次,6000--8000  月薪,3年以上,贵州-贵阳市-观山湖区
贵州省人才大市场 贵州省兴黔宏智人才大市场有限公司, 2021-12-28,本科,1,培训项目经理,本职位累积查看：1258 次,6000--8000  月薪,2年以上,贵州-贵阳市
贵州省人才大市场 贵州省兴黔宏智人才大市场有限公司, 2021-12-28,本科,1,人才测评/发展管理咨询顾问,本职位累积查看：983 次,6000--12000  月薪,5年以上,贵州-贵阳市
贵州东冠科技有限公司, 2021-12-28,不限,8,项目施工工人,本职位累积查看：483 次,3600--5000  月薪,不限,贵州-贵阳市-云岩区
贵州工商职业学院, 2021-12-28,本科,若干,心理咨询专员,本职位累积查看：183 次,面议,不限,北京-通州区
贵州鑫新实业控股集团有限责任公司, 2021-12-28,本科,2,财务管培专员（外派）,本职位累积查看：784 次,5000--8000  月薪,不限,贵州-贵阳市-开阳县
北京仪线连天防雷检测有限公司贵州分公司, 2021-12-28,不限,6,检测员,本职位累积查看：1312 次,3500--8000  月薪,1年以上,贵州-贵阳市-观山湖区
贵州博望房地产土地评估有限公司, 2021-12-28,本科,10,估价助理,本职位累积查看：4472 次,3000--8000  月薪,不限,贵州-贵阳市
北京华胜天成科技股份有限公司, 2021-12-28,不限,3,网络工程师,本职位累积查看：58 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
广东齐创建设有限公司贵州分公司, 2021-12-28,不限,1,技术总工,本职位累积查看：1331 次,10000--20000  月薪,3年以上,贵州-贵阳市-云岩区
贵阳市工业职业学校, 2021-12-28,本科,3,普通话教师,本职位累积查看：3060 次,5000以上  月薪,1年以上,贵州-贵阳市
贵州天瀑房地产开发有限公司, 2021-12-28,大专,1,专职司机,本职位累积查看：795 次,1000以上  月薪,2-5 年,贵州-安顺市-镇宁布依族苗族自治县
贵州菁瑞健身管理有限公司, 2021-12-28,不限,10,私人教练+团操教练,本职位累积查看：1735 次,6000--12000  月薪,不限,贵州-贵阳市-观山湖区
